timestamp,hour,electricity_demand_kwh,total_electricity_consumption_kwh,thermal_demand_kwh,grid_supply_kwh,cost_grid_eur,cost_grid_subscription_eur,total_cost_hour_eur,emissions_grid_kg,total_emissions_hour_kg,pv_output_kwh,grid_export_kwh,grid_revenue_eur,pv_cell_temp_c,cost_pv_capex_hour_eur,cost_pv_om_eur,emissions_pv_kg,electric_boiler_heat_kwh,electric_boiler_electric_demand_kwh,cost_electric_boiler_eur,emissions_electric_boiler_kg,bess_soc_kwh,bess_soc_pct,bess_charge_kwh,bess_discharge_kwh,cost_bess_eur
18.05,03:00,0.5075,0.9292,0.4175,0.9038,0.0929,0.0269,0.3039,0.0253,0.0256,0.0,0.0,0.0,14.32,0.018,0.0,0.0,0.4175,0.4217,0.1545,0.0,0.0029,0.09,0.0,0.0254,0.0116
18.05,04:00,0.6335,1.3067,0.6665,1.304,0.1215,0.0269,0.4143,0.0365,0.0365,0.0,0.0,0.0,13.91,0.018,0.0,0.0,0.6665,0.6732,0.2466,0.0,0.0003,0.01,0.0,0.0027,0.0012
18.05,05:00,0.7518,2.0321,1.2675,1.8213,0.1042,0.0269,0.6203,0.051,0.0568,0.2105,0.0,0.0,15.0,0.018,0.0021,0.005766,1.2675,1.2803,0.469,0.0,0.0,0.0,0.0,0.0003,0.0001
18.05,06:00,0.9027,2.5645,1.6451,2.4215,0.1464,0.0269,0.8014,0.0678,0.0717,0.1429,0.0,0.0,14.7,0.018,0.0014,0.003916,1.6451,1.6617,0.6087,0.0,0.0,0.0,0.0,0.0,0.0
18.05,07:00,0.9676,2.5779,1.5942,1.9623,0.0678,0.0269,0.7087,0.0549,0.0718,0.6157,0.0,0.0,18.0,0.018,0.0062,0.01687,1.5942,1.6103,0.5899,0.0,0.0,0.0,0.0,0.0,0.0
18.05,08:00,0.9249,2.2015,1.2638,1.6035,0.063,0.0269,0.5815,0.0449,0.0613,0.598,0.0,0.0,18.14,0.018,0.006,0.016386,1.2638,1.2766,0.4676,0.0,0.0,0.0,0.0,0.0,0.0
18.05,09:00,0.8865,2.1101,1.2114,0.6985,0.0,0.0269,0.5072,0.0196,0.0582,1.4117,0.0,0.0,23.64,0.018,0.0141,0.03868,1.2114,1.2236,0.4482,0.0,0.0,0.0,0.0,0.0,0.0
18.05,10:00,0.6802,1.8283,1.1366,0.0,0.0,0.0269,0.4907,0.0,0.0693,2.5277,0.0,0.0,32.02,0.018,0.0253,0.069258,1.1366,1.1481,0.4205,0.0,0.7401,22.56,0.6994,0.0,0.0
18.05,11:00,0.6857,1.7322,1.0361,0.0,0.0,0.0269,0.4622,0.0,0.0929,3.3909,0.0,0.0,39.61,0.018,0.0339,0.092912,1.0361,1.0466,0.3834,0.0,2.4953,76.08,1.6587,0.0,0.0
18.05,12:00,0.7999,1.7983,0.9884,0.0,0.0,0.0269,0.4192,0.0,0.0786,2.87,0.2413,0.0201,36.62,0.018,0.0287,0.078638,0.9884,0.9984,0.3657,0.0,3.28,100.0,0.8304,0.0,0.0
18.05,13:00,0.7569,1.6181,0.8526,0.0,0.0,0.0269,0.2494,0.0,0.0918,3.3495,1.7315,0.1445,40.75,0.018,0.0335,0.091777,0.8526,0.8612,0.3155,0.0,3.2799,100.0,0.0,0.0,0.0
18.05,14:00,0.8707,1.776,0.8963,0.0,0.0,0.0269,0.4306,0.0,0.0473,1.6945,0.0,0.0,30.08,0.018,0.0169,0.04643,0.8963,0.9054,0.3316,0.0,3.2028,97.65,0.0,0.0815,0.0372
18.05,15:00,1.0317,1.8646,0.8245,0.0,0.0,0.0269,0.298,0.0,0.08,2.9192,0.973,0.0812,38.82,0.018,0.0292,0.079987,0.8245,0.8328,0.3051,0.0,3.28,100.0,0.0817,0.0,0.0
18.05,16:00,0.994,1.8625,0.8598,0.0,0.0,0.0269,0.9034,0.0,0.0318,0.6925,0.0,0.0,22.59,0.018,0.0069,0.018976,0.8598,0.8685,0.3181,0.0,2.1743,66.29,0.0,1.1699,0.5335
18.05,17:00,0.787,1.6885,0.8925,0.0,0.0,0.0269,0.9836,0.0,0.0245,0.362,0.0,0.0,19.54,0.018,0.0036,0.00992,0.8925,0.9015,0.3302,0.0,0.9208,28.07,0.0,1.3265,0.6049
18.05,18:00,0.6899,1.6274,0.9281,0.4747,0.0,0.0269,0.7879,0.0133,0.0306,0.2826,0.0,0.0,19.19,0.018,0.0028,0.007744,0.9281,0.9375,0.3434,0.0,0.0985,3.0,0.0,0.8701,0.3968
18.05,19:00,0.552,1.5637,1.0016,1.4079,0.0763,0.0269,0.5349,0.0394,0.0422,0.0628,0.0,0.0,17.63,0.018,0.0006,0.00172,1.0016,1.0117,0.3706,0.0,0.0105,0.32,0.0,0.0931,0.0424
18.05,20:00,0.4622,1.4994,1.0268,1.4894,0.0871,0.0269,0.5165,0.0417,0.0418,0.0,0.0,0.0,16.44,0.018,0.0,0.0,1.0268,1.0372,0.3799,0.0,0.0011,0.03,0.0,0.01,0.0045
18.05,21:00,0.3715,1.318,0.937,1.3169,0.0714,0.0269,0.4634,0.0369,0.0369,0.0,0.0,0.0,15.4,0.018,0.0,0.0,0.937,0.9465,0.3467,0.0,0.0001,0.0,0.0,0.0011,0.0005
18.05,22:00,0.3684,1.077,0.7015,1.0768,0.0709,0.0269,0.3755,0.0302,0.0302,0.0,0.0,0.0,14.69,0.018,0.0,0.0,0.7015,0.7086,0.2596,0.0,0.0,0.0,0.0,0.0001,0.0001
18.05,23:00,0.3667,2.42,0.4092,2.42,0.0706,0.0269,0.2669,0.0678,0.0678,0.0,0.0,0.0,14.07,0.018,0.0,0.0,0.4092,0.4133,0.1514,0.0,1.64,50.0,0.0,0.0,0.0
19.05,00:00,0.3541,0.7354,0.3775,0.0,0.0,0.0269,0.5199,0.0,0.0081,0.0,0.0,0.0,13.43,0.018,0.0,0.0,0.3775,0.3813,0.1397,0.0,0.945,28.81,0.0,0.7354,0.3354
19.05,01:00,0.3708,0.8096,0.4344,0.0,0.0,0.0269,0.5748,0.0,0.0089,0.0,0.0,0.0,13.23,0.018,0.0,0.0,0.4344,0.4388,0.1607,0.0,0.1799,5.48,0.0,0.8096,0.3692
19.05,02:00,0.4246,0.8891,0.4598,0.7191,0.0491,0.0269,0.3416,0.0201,0.022,0.0,0.0,0.0,12.78,0.018,0.0,0.0,0.4598,0.4644,0.1701,0.0,0.0192,0.59,0.0,0.17,0.0775
19.05,03:00,0.4582,1.073,0.6087,1.0549,0.0848,0.0269,0.3632,0.0295,0.0297,0.0,0.0,0.0,12.62,0.018,0.0,0.0,0.6087,0.6148,0.2252,0.0,0.0021,0.06,0.0,0.0182,0.0083
19.05,04:00,0.5989,1.5366,0.9283,1.5346,0.115,0.0269,0.5043,0.043,0.043,0.0,0.0,0.0,12.4,0.018,0.0,0.0,0.9283,0.9377,0.3435,0.0,0.0002,0.01,0.0,0.0019,0.0009
19.05,05:00,0.6083,2.2511,1.6264,2.0399,0.0765,0.0269,0.7254,0.0571,0.0629,0.211,0.0,0.0,13.96,0.018,0.0021,0.00578,1.6264,1.6428,0.6018,0.0,0.0,0.0,0.0,0.0002,0.0001
19.05,06:00,0.7125,2.5543,1.8234,1.8432,0.0003,0.0269,0.7269,0.0516,0.0711,0.7111,0.0,0.0,18.21,0.018,0.0071,0.019484,1.8234,1.8418,0.6747,0.0,0.0,0.0,0.0,0.0,0.0
19.05,07:00,0.8785,2.6953,1.7986,1.033,0.0,0.0269,0.727,0.0289,0.0745,1.6623,0.0,0.0,26.13,0.018,0.0166,0.045547,1.7986,1.8168,0.6655,0.0,0.0,0.0,0.0,0.0,0.0
19.05,08:00,0.9105,2.3431,1.4183,0.0,0.0,0.0269,0.5953,0.0,0.0703,2.5644,0.0,0.0,33.62,0.018,0.0256,0.070265,1.4183,1.4326,0.5248,0.0,0.2341,7.14,0.2213,0.0,0.0
19.05,09:00,0.7806,2.1627,1.3682,0.0,0.0,0.0269,0.5803,0.0,0.0799,2.9146,0.0,0.0,37.1,0.018,0.0291,0.07986,1.3682,1.382,0.5062,0.0,1.0298,31.4,0.7519,0.0,0.0
19.05,10:00,0.6744,1.9228,1.2359,0.0,0.0,0.0269,0.5371,0.0,0.0956,3.4905,0.0,0.0,42.01,0.018,0.0349,0.09564,1.2359,1.2484,0.4573,0.0,2.6888,81.98,1.5678,0.0,0.0
19.05,11:00,0.6578,1.8347,1.1652,0.0,0.0,0.0269,0.4098,0.0,0.1013,3.6965,1.2362,0.1032,44.27,0.018,0.037,0.101285,1.1652,1.177,0.4311,0.0,3.28,100.0,0.6256,0.0,0.0
19.05,12:00,0.6425,1.7629,1.1092,0.0,0.0,0.0269,0.3275,0.0,0.1026,3.7431,1.9802,0.1652,45.73,0.018,0.0374,0.10256,1.1092,1.1204,0.4104,0.0,3.2799,100.0,0.0,0.0,0.0
19.05,13:00,0.5795,1.5737,0.9842,0.0,0.0,0.0269,0.3531,0.0,0.0699,2.5493,0.9755,0.0814,37.35,0.018,0.0255,0.069851,0.9842,0.9941,0.3642,0.0,3.2799,100.0,0.0001,0.0,0.0
19.05,14:00,0.7888,1.7456,0.9472,0.0,0.0,0.0269,0.3213,0.0,0.082,2.9911,1.2454,0.1039,40.77,0.018,0.0299,0.081956,0.9472,0.9568,0.3505,0.0,3.2799,100.0,0.0001,0.0,0.0
19.05,15:00,0.8803,1.7826,0.8933,0.0,0.0,0.0269,0.3349,0.0,0.0706,2.5769,0.7942,0.0663,38.06,0.018,0.0258,0.070607,0.8933,0.9023,0.3305,0.0,3.2799,100.0,0.0001,0.0,0.0
19.05,16:00,0.8592,1.8261,0.9573,0.0,0.0,0.0269,0.4107,0.0,0.0525,1.9175,0.0913,0.0076,33.57,0.018,0.0192,0.052541,0.9573,0.967,0.3542,0.0,3.2799,100.0,0.0001,0.0,0.0
19.05,17:00,0.8565,1.9037,1.0367,0.0,0.0,0.0269,0.8927,0.0,0.0358,0.9054,0.0,0.0,26.65,0.018,0.0091,0.024809,1.0367,1.0472,0.3836,0.0,2.3365,71.23,0.0,0.9982,0.4552
19.05,18:00,0.7543,1.8627,1.0973,0.0,0.0,0.0269,1.1491,0.0,0.0261,0.3391,0.0,0.0,22.79,0.018,0.0034,0.009292,1.0973,1.1084,0.406,0.0,0.8966,27.34,0.0,1.5236,0.6948
19.05,19:00,0.6453,1.8605,1.2031,0.955,0.0,0.0269,0.877,0.0267,0.0377,0.0582,0.0,0.0,20.16,0.018,0.0006,0.001595,1.2031,1.2153,0.4451,0.0,0.0959,2.92,0.0,0.8473,0.3864
19.05,20:00,0.4868,1.7291,1.2299,1.6385,0.0763,0.0269,0.6176,0.0459,0.0469,0.0,0.0,0.0,18.93,0.018,0.0,0.0,1.2299,1.2423,0.4551,0.0,0.0103,0.31,0.0,0.0906,0.0413
19.05,21:00,0.4503,1.5828,1.1212,1.5731,0.0849,0.0269,0.549,0.044,0.0442,0.0,0.0,0.0,18.37,0.018,0.0,0.0,1.1212,1.1325,0.4148,0.0,0.0011,0.03,0.0,0.0097,0.0044
19.05,22:00,0.4013,1.2443,0.8346,1.2433,0.0771,0.0269,0.4313,0.0348,0.0348,0.0,0.0,0.0,17.83,0.018,0.0,0.0,0.8346,0.843,0.3088,0.0,0.0001,0.0,0.0,0.001,0.0005
19.05,23:00,0.3794,2.5259,0.5014,2.5258,0.0731,0.0269,0.3035,0.0707,0.0707,0.0,0.0,0.0,17.13,0.018,0.0,0.0,0.5014,0.5065,0.1855,0.0,1.64,50.0,0.0,0.0001,0.0001
20.05,00:00,0.3639,0.7147,0.3472,0.0,0.0,0.0269,0.4992,0.0,0.0079,0.0,0.0,0.0,16.78,0.018,0.0,0.0,0.3472,0.3507,0.1285,0.0,0.9646,29.41,0.0,0.7147,0.3259
20.05,01:00,0.3964,0.797,0.3966,0.0,0.0,0.0269,0.5551,0.0,0.0088,0.0,0.0,0.0,16.55,0.018,0.0,0.0,0.3966,0.4006,0.1467,0.0,0.2114,6.45,0.0,0.797,0.3634
20.05,02:00,0.4367,0.8444,0.4036,0.6446,0.0456,0.0269,0.331,0.018,0.0202,0.0,0.0,0.0,16.76,0.018,0.0,0.0,0.4036,0.4077,0.1493,0.0,0.0226,0.69,0.0,0.1998,0.0911
20.05,03:00,0.5245,1.0039,0.4746,0.9825,0.0969,0.0269,0.3272,0.0275,0.0277,0.0,0.0,0.0,16.96,0.018,0.0,0.0,0.4746,0.4794,0.1756,0.0,0.0024,0.07,0.0,0.0214,0.0097
20.05,04:00,0.6054,1.3841,0.771,1.3819,0.1162,0.0269,0.4474,0.0387,0.0387,0.0,0.0,0.0,16.97,0.018,0.0,0.0,0.771,0.7788,0.2853,0.0,0.0003,0.01,0.0,0.0023,0.001
20.05,05:00,0.825,2.3823,1.5418,2.3528,0.1532,0.0269,0.769,0.0659,0.0667,0.0293,0.0,0.0,16.99,0.018,0.0003,0.000803,1.5418,1.5574,0.5705,0.0,0.0,0.0,0.0,0.0002,0.0001
20.05,06:00,0.759,2.635,1.8573,2.3518,0.0917,0.0269,0.8266,0.0659,0.0736,0.2832,0.0,0.0,18.54,0.018,0.0028,0.00776,1.8573,1.8761,0.6872,0.0,0.0,0.0,0.0,0.0,0.0
20.05,07:00,0.8452,2.6434,1.7802,1.8598,0.0119,0.0269,0.7233,0.0521,0.0735,0.7836,0.0,0.0,22.13,0.018,0.0078,0.021471,1.7802,1.7982,0.6587,0.0,0.0,0.0,0.0,0.0,0.0
20.05,08:00,0.7992,2.2129,1.3996,1.7633,0.0673,0.0269,0.6346,0.0494,0.0617,0.4497,0.0,0.0,20.18,0.018,0.0045,0.01232,1.3996,1.4137,0.5179,0.0,0.0,0.0,0.0,0.0,0.0
20.05,09:00,0.7294,2.1043,1.3612,1.0378,0.0,0.0269,0.5592,0.0291,0.0583,1.0666,0.0,0.0,24.69,0.018,0.0107,0.029224,1.3612,1.3749,0.5036,0.0,0.0,0.0,0.0,0.0,0.0
20.05,10:00,0.54,1.7773,1.2249,1.096,0.0,0.0269,0.5049,0.0307,0.0494,0.6812,0.0,0.0,24.16,0.018,0.0068,0.018666,1.2249,1.2373,0.4532,0.0,0.0,0.0,0.0,0.0,0.0
20.05,11:00,0.5832,1.7653,1.1703,0.0,0.0,0.0269,0.499,0.0,0.0577,2.1064,0.0,0.0,34.68,0.018,0.0211,0.057716,1.1703,1.1821,0.433,0.0,0.3609,11.0,0.3411,0.0,0.0
20.05,12:00,0.577,1.6929,1.1048,0.0,0.0,0.0269,0.4711,0.0,0.0479,1.7475,0.0,0.0,33.58,0.018,0.0175,0.047882,1.1048,1.116,0.4088,0.0,0.4187,12.76,0.0546,0.0,0.0
20.05,13:00,0.674,1.6421,0.9584,0.3484,0.0,0.0269,0.5889,0.0098,0.0387,0.8981,0.0,0.0,28.88,0.018,0.009,0.024607,0.9584,0.9681,0.3546,0.0,0.0448,1.37,0.0,0.3957,0.1804
20.05,14:00,0.8135,1.7456,0.9228,0.6877,0.0,0.0269,0.4158,0.0193,0.0475,1.0155,0.0,0.0,29.04,0.018,0.0102,0.027825,0.9228,0.9321,0.3414,0.0,0.0048,0.15,0.0,0.0423,0.0193
20.05,15:00,0.9439,1.8202,0.8675,1.2485,0.0717,0.0269,0.4453,0.035,0.0505,0.5671,0.0,0.0,24.6,0.018,0.0057,0.015538,0.8675,0.8763,0.321,0.0,0.0005,0.02,0.0,0.0045,0.0021
20.05,16:00,0.7561,1.6853,0.92,1.3467,0.0804,0.0269,0.4693,0.0377,0.047,0.3382,0.0,0.0,21.76,0.018,0.0034,0.009267,0.92,0.9293,0.3404,0.0,0.0001,0.0,0.0,0.0005,0.0002
20.05,17:00,0.6899,1.697,0.997,1.3404,0.0642,0.0269,0.4816,0.0375,0.0473,0.3565,0.0,0.0,20.94,0.018,0.0036,0.009767,0.997,1.0071,0.3689,0.0,0.0,0.0,0.0,0.0001,0.0
20.05,18:00,0.6896,1.7383,1.0382,1.6808,0.1218,0.0269,0.5514,0.0471,0.0486,0.0575,0.0,0.0,18.84,0.018,0.0006,0.001575,1.0382,1.0487,0.3841,0.0,0.0,0.0,0.0,0.0,0.0
20.05,19:00,0.6664,1.8251,1.1471,1.7833,0.1203,0.0269,0.5901,0.0499,0.0511,0.0418,0.0,0.0,17.91,0.018,0.0004,0.001145,1.1471,1.1587,0.4244,0.0,0.0,0.0,0.0,0.0,0.0
20.05,20:00,0.4912,1.6941,1.1909,1.6941,0.0946,0.0269,0.5802,0.0474,0.0474,0.0,0.0,0.0,17.64,0.018,0.0,0.0,1.1909,1.2029,0.4406,0.0,0.0,0.0,0.0,0.0,0.0
20.05,21:00,0.4666,1.5274,1.0502,1.5274,0.0899,0.0269,0.5234,0.0428,0.0428,0.0,0.0,0.0,17.62,0.018,0.0,0.0,1.0502,1.0608,0.3886,0.0,0.0,0.0,0.0,0.0,0.0
20.05,22:00,0.3956,1.2062,0.8025,1.2062,0.0762,0.0269,0.418,0.0338,0.0338,0.0,0.0,0.0,17.61,0.018,0.0,0.0,0.8025,0.8106,0.2969,0.0,0.0,0.0,0.0,0.0,0.0
20.05,23:00,0.3915,2.5072,0.4709,2.5072,0.0754,0.0269,0.2946,0.0702,0.0702,0.0,0.0,0.0,17.63,0.018,0.0,0.0,0.4709,0.4757,0.1742,0.0,1.64,50.0,0.0,0.0,0.0
21.05,00:00,0.3682,0.7426,0.3706,0.0,0.0,0.0269,0.5206,0.0,0.0082,0.0,0.0,0.0,17.55,0.018,0.0,0.0,0.3706,0.3743,0.1371,0.0,0.9382,28.6,0.0,0.7426,0.3386
21.05,01:00,0.3934,0.8188,0.4212,0.0,0.0,0.0269,0.5741,0.0,0.009,0.0,0.0,0.0,17.53,0.018,0.0,0.0,0.4212,0.4255,0.1558,0.0,0.1644,5.01,0.0,0.8188,0.3734
21.05,02:00,0.4081,0.8435,0.4311,0.6882,0.0487,0.0269,0.3239,0.0193,0.021,0.0,0.0,0.0,17.54,0.018,0.0,0.0,0.4311,0.4355,0.1595,0.0,0.0176,0.54,0.0,0.1554,0.0708
21.05,03:00,0.4458,0.9619,0.5109,0.9453,0.0827,0.0269,0.3242,0.0265,0.0267,0.0,0.0,0.0,17.52,0.018,0.0,0.0,0.5109,0.5161,0.189,0.0,0.0019,0.06,0.0,0.0166,0.0076
21.05,04:00,0.5943,1.4392,0.8364,1.4374,0.1142,0.0269,0.4693,0.0402,0.0403,0.0,0.0,0.0,17.46,0.018,0.0,0.0,0.8364,0.8448,0.3095,0.0,0.0002,0.01,0.0,0.0018,0.0008
21.05,05:00,0.7137,2.3991,1.6686,2.3697,0.1318,0.0269,0.7945,0.0664,0.0672,0.0293,0.0,0.0,17.53,0.018,0.0003,0.000802,1.6686,1.6855,0.6174,0.0,0.0,0.0,0.0,0.0002,0.0001
21.05,06:00,0.8075,2.8535,2.0255,2.6544,0.1172,0.0269,0.9135,0.0743,0.0798,0.1991,0.0,0.0,18.59,0.018,0.002,0.005456,2.0255,2.046,0.7494,0.0,0.0,0.0,0.0,0.0,0.0
21.05,07:00,0.8669,2.8272,1.9407,2.4785,0.0998,0.0269,0.8663,0.0694,0.079,0.3487,0.0,0.0,19.65,0.018,0.0035,0.009555,1.9407,1.9603,0.7181,0.0,0.0,0.0,0.0,0.0,0.0
21.05,08:00,0.7961,2.3642,1.5524,1.8672,0.0576,0.0269,0.6819,0.0523,0.0659,0.497,0.0,0.0,21.17,0.018,0.005,0.013617,1.5524,1.5681,0.5744,0.0,0.0,0.0,0.0,0.0,0.0
21.05,09:00,0.914,2.4347,1.5055,1.2356,0.0,0.0269,0.6139,0.0346,0.0675,1.1991,0.0,0.0,26.34,0.018,0.012,0.032855,1.5055,1.5207,0.557,0.0,0.0,0.0,0.0,0.0,0.0
21.05,10:00,0.7728,2.1414,1.3549,0.2986,0.0,0.0269,0.5646,0.0084,0.0589,1.8428,0.0,0.0,31.87,0.018,0.0184,0.050493,1.3549,1.3686,0.5013,0.0,0.0,0.0,0.0,0.0,0.0
21.05,11:00,0.7003,2.0023,1.289,0.1807,0.0,0.0269,0.54,0.0051,0.055,1.8216,0.0,0.0,33.14,0.018,0.0182,0.049912,1.289,1.302,0.4769,0.0,0.0,0.0,0.0,0.0,0.0
21.05,12:00,0.7207,1.9487,1.2157,1.3224,0.0182,0.0269,0.5192,0.037,0.0542,0.6263,0.0,0.0,25.81,0.018,0.0063,0.017161,1.2157,1.228,0.4498,0.0,0.0,0.0,0.0,0.0,0.0
21.05,13:00,1.0178,2.0883,1.0598,1.7652,0.1338,0.0269,0.5741,0.0494,0.0583,0.3231,0.0,0.0,24.22,0.018,0.0032,0.008854,1.0598,1.0705,0.3921,0.0,0.0,0.0,0.0,0.0,0.0
21.05,14:00,1.0789,2.1016,1.0125,0.0,0.0,0.0269,0.4536,0.0,0.0933,3.4038,0.0,0.0,44.68,0.018,0.034,0.093264,1.0125,1.0227,0.3746,0.0,1.3779,42.01,1.3021,0.0,0.0
21.05,15:00,1.1759,2.14,0.9545,0.0,0.0,0.0269,0.6443,0.0,0.0504,1.6359,0.0,0.0,32.27,0.018,0.0164,0.044825,0.9545,0.9641,0.3532,0.0,0.9015,27.49,0.0,0.5041,0.2299
21.05,16:00,1.0205,2.0382,1.0075,0.0,0.0,0.0269,0.7389,0.0,0.0448,1.3637,0.0,0.0,29.9,0.018,0.0136,0.037367,1.0075,1.0177,0.3728,0.0,0.2641,8.05,0.0,0.6745,0.3076
21.05,17:00,0.9078,2.0141,1.0952,0.6606,0.0,0.0269,0.575,0.0185,0.0515,1.1039,0.0,0.0,28.18,0.018,0.011,0.030246,1.0952,1.1063,0.4052,0.0,0.0282,0.86,0.0,0.2496,0.1138
21.05,18:00,0.6972,1.8553,1.1465,1.4923,0.0644,0.0269,0.549,0.0418,0.0513,0.3363,0.0,0.0,22.99,0.018,0.0034,0.009215,1.1465,1.1581,0.4242,0.0,0.003,0.09,0.0,0.0267,0.0122
21.05,19:00,0.6008,1.8765,1.263,1.8113,0.1032,0.0269,0.6173,0.0507,0.0525,0.0624,0.0,0.0,20.3,0.018,0.0006,0.001709,1.263,1.2758,0.4673,0.0,0.0003,0.01,0.0,0.0029,0.0013
21.05,20:00,0.4932,1.803,1.2967,1.8027,0.095,0.0269,0.6198,0.0505,0.0505,0.0,0.0,0.0,19.64,0.018,0.0,0.0,1.2967,1.3098,0.4798,0.0,0.0,0.0,0.0,0.0003,0.0001
21.05,21:00,0.4421,1.5968,1.1432,1.5968,0.0852,0.0269,0.5531,0.0447,0.0447,0.0,0.0,0.0,19.24,0.018,0.0,0.0,1.1432,1.1547,0.423,0.0,0.0,0.0,0.0,0.0,0.0
21.05,22:00,0.4977,1.3696,0.8632,1.3696,0.0959,0.0269,0.4602,0.0383,0.0383,0.0,0.0,0.0,18.76,0.018,0.0,0.0,0.8632,0.8719,0.3194,0.0,0.0,0.0,0.0,0.0,0.0
21.05,23:00,0.4826,2.6286,0.501,2.6286,0.093,0.0269,0.3232,0.0736,0.0736,0.0,0.0,0.0,18.37,0.018,0.0,0.0,0.501,0.5061,0.1854,0.0,1.64,50.0,0.0,0.0,0.0
22.05,00:00,0.4445,0.8435,0.3951,0.0,0.0,0.0269,0.5757,0.0,0.0093,0.0,0.0,0.0,18.03,0.018,0.0,0.0,0.3951,0.3991,0.1462,0.0,0.8428,25.7,0.0,0.8435,0.3847
22.05,01:00,0.5081,0.9599,0.4473,0.1635,0.0,0.0269,0.5736,0.0046,0.0133,0.0,0.0,0.0,17.59,0.018,0.0,0.0,0.4473,0.4518,0.1655,0.0,0.0901,2.75,0.0,0.7964,0.3632
22.05,02:00,0.6124,1.077,0.4599,0.9918,0.1016,0.0269,0.3555,0.0278,0.0287,0.0,0.0,0.0,17.35,0.018,0.0,0.0,0.4599,0.4645,0.1702,0.0,0.0096,0.29,0.0,0.0852,0.0388
22.05,03:00,0.621,1.1706,0.5441,1.1615,0.1179,0.0269,0.3683,0.0325,0.0326,0.0,0.0,0.0,17.17,0.018,0.0,0.0,0.5441,0.5496,0.2013,0.0,0.001,0.03,0.0,0.0091,0.0042
22.05,04:00,0.5505,1.442,0.8826,1.441,0.1059,0.0269,0.4778,0.0403,0.0404,0.0,0.0,0.0,16.89,0.018,0.0,0.0,0.8826,0.8915,0.3266,0.0,0.0001,0.0,0.0,0.001,0.0004
22.05,05:00,0.531,2.2888,1.7402,2.0963,0.0652,0.0269,0.756,0.0587,0.064,0.1924,0.0,0.0,17.85,0.018,0.0019,0.005271,1.7402,1.7578,0.6439,0.0,0.0,0.0,0.0,0.0001,0.0
22.05,06:00,0.6103,2.7406,2.109,2.209,0.0152,0.0269,0.8457,0.0619,0.0764,0.5316,0.0,0.0,20.28,0.018,0.0053,0.014567,2.109,2.1303,0.7803,0.0,0.0,0.0,0.0,0.0,0.0
22.05,07:00,0.6235,2.6734,2.0294,1.1181,0.0,0.0269,0.8113,0.0313,0.0739,1.5553,0.0,0.0,27.58,0.018,0.0156,0.042614,2.0294,2.0499,0.7509,0.0,0.0,0.0,0.0,0.0,0.0
22.05,08:00,0.6581,2.3059,1.6313,1.0826,0.0,0.0269,0.6607,0.0303,0.0638,1.2233,0.0,0.0,26.31,0.018,0.0122,0.033519,1.6313,1.6478,0.6036,0.0,0.0,0.0,0.0,0.0,0.0
22.05,09:00,0.6571,2.2494,1.5764,0.0,0.0,0.0269,0.6513,0.0,0.0634,2.314,0.0,0.0,35.14,0.018,0.0231,0.063405,1.5764,1.5923,0.5833,0.0,0.0684,2.08,0.0646,0.0,0.0
22.05,10:00,0.6417,2.0751,1.4191,1.3696,0.0,0.0269,0.6058,0.0383,0.0566,0.6409,0.0,0.0,24.82,0.018,0.0064,0.017561,1.4191,1.4334,0.5251,0.0,0.0073,0.22,0.0,0.0646,0.0295
22.05,11:00,0.513,1.8713,1.3447,0.1217,0.0,0.0269,0.563,0.0034,0.0512,1.7426,0.0,0.0,32.84,0.018,0.0174,0.047748,1.3447,1.3583,0.4975,0.0,0.0008,0.02,0.0,0.0069,0.0032
22.05,12:00,0.5348,1.8163,1.2687,0.0,0.0,0.0269,0.5517,0.0,0.1025,3.7412,0.0,0.0,47.8,0.018,0.0374,0.102509,1.2687,1.2815,0.4694,0.0,2.0377,62.12,1.9249,0.0,0.0
22.05,13:00,0.756,1.8827,1.1154,0.0,0.0,0.0269,0.4867,0.0,0.0887,3.237,0.0397,0.0033,44.47,0.018,0.0324,0.088694,1.1154,1.1267,0.4127,0.0,3.28,100.0,1.3146,0.0,0.0
22.05,14:00,0.9844,2.064,1.0688,0.0,0.0,0.0269,1.2316,0.0,0.0282,0.3361,0.0,0.0,24.35,0.018,0.0034,0.009209,1.0688,1.0796,0.3955,0.0,1.647,50.21,0.0,1.7279,0.7879
22.05,15:00,1.0018,2.0272,1.0152,0.0,0.0,0.0269,0.4409,0.0,0.0558,2.0361,0.0,0.0,34.85,0.018,0.0204,0.055789,1.0152,1.0255,0.3756,0.0,1.6564,50.5,0.0089,0.0,0.0
22.05,16:00,0.8825,1.9647,1.0714,0.0,0.0,0.0269,0.7923,0.0,0.0416,1.2217,0.0,0.0,29.42,0.018,0.0122,0.033475,1.0714,1.0822,0.3964,0.0,0.9542,29.09,0.0,0.743,0.3388
22.05,17:00,0.9374,2.1111,1.162,0.92,0.0,0.0269,0.8889,0.0258,0.0436,0.2894,0.0,0.0,22.47,0.018,0.0029,0.007929,1.162,1.1737,0.4299,0.0,0.102,3.11,0.0,0.9017,0.4112
22.05,18:00,0.6569,1.8906,1.2213,1.6488,0.08,0.0269,0.6222,0.0462,0.0512,0.1453,0.0,0.0,20.63,0.018,0.0015,0.003981,1.2213,1.2336,0.4519,0.0,0.0109,0.33,0.0,0.0964,0.044
